par,RT_pct_mean,RT_pct_std,RV_pct_mean,RV_pct_std,IC_pct_mean,IC_pct_std,CV_RV_pct
Cuatro Reinas → Paso Ancho,4.317405703479077,0.0,3.769489329536482,0.661211705917123,83.74,0.8384509526501845,17.541148100250208
Estadio Oeste → San Pedro,10.349132208262938,0.0,9.317334249911031,0.3819054305014013,84.62,0.3420526275297443,4.098870130209701
Hatillo → Curridabat,27.861376819612833,0.0,27.596822372726365,0.29119566037264616,84.22,0.6723094525588679,1.0551782246510801
